Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","100,653,945.57","0.08","100,653,945.57","482,267.00","208.71","United States","New York Stock Exchange Inc.","USD"
"WES","WESFARMERS LTD","Consumer Discretionary","Equity","100,656,940.08","0.08","100,656,940.08","1,689,029.00","59.59","Australia","Asx - All Markets","AUD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","99,610,920.68","0.08","99,610,920.68","3,149,116.00","31.63","Canada","Toronto Stock Exchange","CAD"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","99,593,667.16","0.08","99,593,667.16","4,524,203.00","22.01","Australia","Asx - All Markets","AUD"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","99,598,257.50","0.08","99,598,257.50","572,075.00","174.10","United States","New York Stock Exchange Inc.","USD"
"388","HONG KONG EXCHANGES AND CLEARING L","Financials","Equity","99,514,994.77","0.08","99,514,994.77","1,708,907.00","58.23","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"NG.","NATIONAL GRID PLC","Utilities","Equity","99,264,446.08","0.08","99,264,446.08","7,185,934.00","13.81","United Kingdom","London Stock Exchange","GBP"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","99,088,791.62","0.08","99,088,791.62","29,940.00","3,309.58","Canada","Toronto Stock Exchange","CAD"
"CSL","CSL LTD","Health Care","Equity","99,066,190.20","0.08","99,066,190.20","718,472.00","137.88","Australia","Asx - All Markets","AUD"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","99,042,698.86","0.08","99,042,698.86","1,178,098.00","84.07","United States","New York Stock Exchange Inc.","USD"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","98,798,984.02","0.08","98,798,984.02","91,078,029.00","1.08","United Kingdom","London Stock Exchange","GBP"
"DBK","DEUTSCHE BANK AG","Financials","Equity","98,286,052.74","0.08","98,286,052.74","2,777,977.00","35.38","Germany","Xetra","EUR"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","96,582,115.00","0.08","96,582,115.00","467,710.00","206.50","United States","New York Stock Exchange Inc.","USD"
"CSX","CSX CORP","Industrials","Equity","96,199,885.86","0.08","96,199,885.86","2,959,086.00","32.51","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","95,594,948.24","0.08","95,594,948.24","356,884.00","267.86","United States","NASDAQ","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","95,512,516.61","0.08","95,512,516.61","324,751.00","294.11","United States","New York Stock Exchange Inc.","USD"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","94,988,181.90","0.08","94,988,181.90","2,028,795.00","46.82","United States","New York Stock Exchange Inc.","USD"
"URI","UNITED RENTALS INC","Industrials","Equity","94,755,123.54","0.08","94,755,123.54","99,081.00","956.34","United States","New York Stock Exchange Inc.","USD"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","94,436,414.06","0.08","94,436,414.06","337,297.00","279.98","United States","New York Stock Exchange Inc.","USD"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","93,604,861.29","0.08","93,604,861.29","1,496,734.00","62.54","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","93,493,995.84","0.08","93,493,995.84","1,069,236.00","87.44","United States","New York Stock Exchange Inc.","USD"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","93,362,650.82","0.08","93,362,650.82","677,840.00","137.74","Japan","Tokyo Stock Exchange","JPY"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","93,041,354.40","0.08","93,041,354.40","2,095,526.00","44.40","United States","New York Stock Exchange Inc.","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","92,718,046.20","0.08","92,718,046.20","159,666.00","580.70","United States","NASDAQ","USD"
"9983","FAST RETAILING LTD","Consumer Discretionary","Equity","92,644,343.24","0.08","92,644,343.24","295,265.00","313.77","Japan","Tokyo Stock Exchange","JPY"
"RACE","FERRARI NV","Consumer Discretionary","Equity","92,529,896.43","0.08","92,529,896.43","192,046.00","481.81","Italy","Borsa Italiana","EUR"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","91,959,507.48","0.08","91,959,507.48","301,962.00","304.54","United States","NASDAQ","USD"
"DGE","DIAGEO PLC","Consumer Staples","Equity","91,045,794.79","0.08","91,045,794.79","3,293,870.00","27.64","United Kingdom","London Stock Exchange","GBP"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","90,842,901.84","0.08","90,842,901.84","334,584.00","271.51","United States","New York Stock Exchange Inc.","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","90,176,994.18","0.08","90,176,994.18","812,259.00","111.02","United States","NASDAQ","USD"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","89,978,999.90","0.08","89,978,999.90","500,690.00","179.71","United States","New York Stock Exchange Inc.","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","89,621,343.35","0.08","89,621,343.35","381,611.00","234.85","United States","NASDAQ","USD"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","89,113,645.74","0.07","89,113,645.74","713,484.00","124.90","United Kingdom","London Stock Exchange","GBP"
"6857","ADVANTEST CORP","Information Technology","Equity","88,474,452.55","0.07","88,474,452.55","1,212,100.00","72.99","Japan","Tokyo Stock Exchange","JPY"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","88,207,606.32","0.07","88,207,606.32","488,252.00","180.66","United States","New York Stock Exchange Inc.","USD"
"8031","MITSUI LTD","Industrials","Equity","87,969,746.31","0.07","87,969,746.31","3,802,684.00","23.13","Japan","Tokyo Stock Exchange","JPY"
"AFL","AFLAC INC","Financials","Equity","86,962,026.84","0.07","86,962,026.84","813,794.00","106.86","United States","New York Stock Exchange Inc.","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","86,815,391.52","0.07","86,815,391.52","517,868.00","167.64","United States","New York Stock Exchange Inc.","USD"
