Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"028260","SAMSUNG C&T CORP","Industrials","Equity","28,344,720.49","0.10","28,344,720.49","237,370.00","119.41","Korea (South)","Korea Exchange (Stock Market)","KRW"
"9866","NIO CLASS A INC","Consumer Discretionary","Equity","28,298,585.44","0.10","28,298,585.44","4,166,626.00","6.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","28,235,912.43","0.10","28,235,912.43","3,460,871.00","8.16","India","National Stock Exchange Of India","INR"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","28,136,948.08","0.10","28,136,948.08","861,750,309.00","3.27","Taiwan","-","TWD"
"B3SA3","B3 BRASIL BOLSA BALCAO SA","Financials","Equity","28,121,285.64","0.10","28,121,285.64","11,787,650.00","2.39","Brazil","XBSP","BRL"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","27,801,171.77","0.10","27,801,171.77","553,571.00","50.22","India","National Stock Exchange Of India","INR"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","27,747,167.30","0.10","27,747,167.30","389,703.00","71.20","India","National Stock Exchange Of India","INR"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Equity","27,701,555.89","0.10","27,701,555.89","98,852,400.00","0.28","Indonesia","Indonesia Stock Exchange","IDR"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","27,491,762.35","0.10","27,491,762.35","10,788,167.00","2.55","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"6669","WIWYNN CORPORATION CORP","Information Technology","Equity","27,306,788.13","0.10","27,306,788.13","295,000.00","92.57","Taiwan","Taiwan Stock Exchange","TWD"
"JIOFIN","JIO FINANCIAL SERVICES LTD","Financials","Equity","27,273,937.31","0.10","27,273,937.31","7,659,912.00","3.56","India","National Stock Exchange Of India","INR"
"WEGE3","WEG SA","Industrials","Equity","27,255,479.41","0.10","27,255,479.41","3,922,057.00","6.95","Brazil","XBSP","BRL"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","27,157,898.82","0.09","27,157,898.82","83,358.00","325.80","Korea (South)","Korea Exchange (Stock Market)","KRW"
"042660","HANWHA OCEAN LTD","Industrials","Equity","27,098,688.48","0.09","27,098,688.48","324,416.00","83.53","Korea (South)","Korea Exchange (Stock Market)","KRW"
"VAL","VALTERRA PLATINUM LTD","Materials","Equity","26,981,257.52","0.09","26,981,257.52","566,504.00","47.63","South Africa","Johannesburg Stock Exchange","ZAR"
"3017","ASIA VITAL COMPONENTS LTD","Information Technology","Equity","26,975,302.61","0.09","26,975,302.61","877,973.00","30.72","Taiwan","Taiwan Stock Exchange","TWD"
"3661","ALCHIP TECHNOLOGIES LTD","Information Technology","Equity","26,716,132.82","0.09","26,716,132.82","209,000.00","127.83","Taiwan","Taiwan Stock Exchange","TWD"
"PTT.R","PTT NON-VOTING DR PCL","Energy","Equity","26,578,844.01","0.09","26,578,844.01","27,262,300.00","0.97","Thailand","Stock Exchange Of Thailand","THB"
"402340","SK SQUARE LTD","Industrials","Equity","26,340,782.20","0.09","26,340,782.20","253,144.00","104.05","Korea (South)","Korea Exchange (Stock Market)","KRW"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","26,258,123.00","0.09","26,258,123.00","1,759,168.00","14.93","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CIPLA","CIPLA LTD","Health Care","Equity","26,156,973.22","0.09","26,156,973.22","1,453,552.00","18.00","India","National Stock Exchange Of India","INR"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","25,902,569.81","0.09","25,902,569.81","1,262,371.00","20.52","India","National Stock Exchange Of India","INR"
"992","LENOVO GROUP LTD","Information Technology","Equity","25,824,754.21","0.09","25,824,754.21","18,204,000.00","1.42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TECHM","TECH MAHINDRA LTD","Information Technology","Equity","25,743,582.74","0.09","25,743,582.74","1,508,214.00","17.07","India","National Stock Exchange Of India","INR"
"SHFL","SHRIRAM FINANCE LTD","Financials","Equity","25,722,349.70","0.09","25,722,349.70","3,854,474.00","6.67","India","National Stock Exchange Of India","INR"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","25,654,982.33","0.09","25,654,982.33","880,399.00","29.14","India","National Stock Exchange Of India","INR"
"TLKM","TELEKOMUNIKASI INDONESIA","Communication","Equity","25,643,148.34","0.09","25,643,148.34","135,348,000.00","0.19","Indonesia","Indonesia Stock Exchange","IDR"
"6618","JD HEALTH INTERNATIONAL INC","Consumer Staples","Equity","25,572,580.41","0.09","25,572,580.41","3,110,300.00","8.22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","25,411,618.29","0.09","25,411,618.29","1,039,386.00","24.45","Mexico","Bolsa Mexicana De Valores","MXN"
"PZU","PZU SA","Financials","Equity","25,394,338.24","0.09","25,394,338.24","1,533,489.00","16.56","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1378","CHINA HONGQIAO GROUP LTD","Materials","Equity","25,320,083.37","0.09","25,320,083.37","7,681,000.00","3.30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PEO","BANK PEKAO SA","Financials","Equity","25,235,972.27","0.09","25,235,972.27","504,900.00","49.98","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"051910","LG CHEM LTD","Materials","Equity","25,003,912.81","0.09","25,003,912.81","128,335.00","194.83","Korea (South)","Korea Exchange (Stock Market)","KRW"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","24,924,010.05","0.09","24,924,010.05","464,282.00","53.68","India","National Stock Exchange Of India","INR"
"ABEV3","AMBEV SA","Consumer Staples","Equity","24,857,771.34","0.09","24,857,771.34","10,995,724.00","2.26","Brazil","XBSP","BRL"
"EUROB","EUROBANK HOLDINGS SA","Financials","Equity","24,774,240.91","0.09","24,774,240.91","6,671,010.00","3.71","Greece","Athens Exchange S.A. Cash Market","EUR"
"ALPHA","ALPHA BANK SA","Financials","Equity","24,766,633.41","0.09","24,766,633.41","6,124,320.00","4.04","Greece","Athens Exchange S.A. Cash Market","EUR"
"1010","RIYAD BANK","Financials","Equity","24,752,936.14","0.09","24,752,936.14","3,539,934.00","6.99","Saudi Arabia","Saudi Stock Exchange","SAR"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","24,667,483.00","0.09","24,667,483.00","1,852,608.00","13.32","India","National Stock Exchange Of India","INR"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","24,545,581.84","0.09","24,545,581.84","282,207.00","86.98","India","National Stock Exchange Of India","INR"
"EMBR3","EMBRAER SA","Industrials","Equity","24,514,225.04","0.09","24,514,225.04","1,742,595.00","14.07","Brazil","XBSP","BRL"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Financials","Equity","24,508,008.44","0.09","24,508,008.44","31,738,130.00","0.77","Taiwan","Taiwan Stock Exchange","TWD"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Financials","Equity","24,450,803.03","0.09","24,450,803.03","2,758,495.00","8.86","India","National Stock Exchange Of India","INR"
"ETERNAL","ETERNAL LTD","Consumer Discretionary","Equity","24,441,021.09","0.09","24,441,021.09","6,713,574.00","3.64","India","National Stock Exchange Of India","INR"
"033780","KT&G CORP","Consumer Staples","Equity","24,366,905.49","0.09","24,366,905.49","247,668.00","98.39","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","24,184,899.41","0.08","24,184,899.41","7,741,000.00","3.12","Malaysia","Bursa Malaysia","MYR"
"IMP","IMPALA PLATINUM LTD","Materials","Equity","23,990,604.35","0.08","23,990,604.35","2,391,888.00","10.03","South Africa","Johannesburg Stock Exchange","ZAR"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrials","Equity","23,991,105.47","0.08","23,991,105.47","2,851,500.00","8.41","Philippines","Philippine Stock Exchange Inc.","PHP"
"SLM","SANLAM LIMITED LTD","Financials","Equity","23,869,649.78","0.08","23,869,649.78","4,684,259.00","5.10","South Africa","Johannesburg Stock Exchange","ZAR"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Communication","Equity","23,861,699.16","0.08","23,861,699.16","2,578,500.00","9.25","Thailand","Stock Exchange Of Thailand","THB"
"006400","SAMSUNG SDI LTD","Information Technology","Equity","23,799,583.06","0.08","23,799,583.06","163,373.00","145.68","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","23,772,905.97","0.08","23,772,905.97","908,863.00","26.16","South Africa","Johannesburg Stock Exchange","ZAR"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Equity","23,752,913.24","0.08","23,752,913.24","1,077,971.00","22.03","India","National Stock Exchange Of India","INR"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","23,730,102.57","0.08","23,730,102.57","343,513.00","69.08","India","National Stock Exchange Of India","INR"
"TVSMOTOR","TVS MOTOR COMPANY LTD","Consumer Discretionary","Equity","23,533,135.40","0.08","23,533,135.40","618,453.00","38.05","India","National Stock Exchange Of India","INR"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","23,531,318.16","0.08","23,531,318.16","4,175,388.00","5.64","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","23,502,351.52","0.08","23,502,351.52","25,345,300.00","0.93","Taiwan","Taiwan Stock Exchange","TWD"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Equity","23,398,587.63","0.08","23,398,587.63","30,110,443.00","0.78","Taiwan","Taiwan Stock Exchange","TWD"
"2379","REALTEK SEMICONDUCTOR CORP","Information Technology","Equity","23,395,174.19","0.08","23,395,174.19","1,322,000.00","17.70","Taiwan","Taiwan Stock Exchange","TWD"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","23,276,652.66","0.08","23,276,652.66","1,041,401.00","22.35","Brazil","XBSP","BRL"
"ABG","ABSA GROUP LTD","Financials","Equity","23,262,333.27","0.08","23,262,333.27","2,169,858.00","10.72","South Africa","Johannesburg Stock Exchange","ZAR"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Industrials","Equity","23,247,583.46","0.08","23,247,583.46","984,233.00","23.62","China","NASDAQ","USD"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Utilities","Equity","23,048,583.40","0.08","23,048,583.40","2,786,753.00","8.27","Brazil","XBSP","BRL"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","22,932,314.62","0.08","22,932,314.62","1,641,000.00","13.97","Taiwan","Taiwan Stock Exchange","TWD"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","22,875,816.43","0.08","22,875,816.43","1,608,563.00","14.22","South Africa","Johannesburg Stock Exchange","ZAR"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","22,785,489.77","0.08","22,785,489.77","62,258.00","365.98","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","22,712,768.29","0.08","22,712,768.29","8,391,817.00","2.71","India","National Stock Exchange Of India","INR"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","22,587,558.04","0.08","22,587,558.04","5,490,390.00","4.11","Taiwan","Taiwan Stock Exchange","TWD"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Equity","22,541,636.57","0.08","22,541,636.57","2,761,046.00","8.16","Brazil","XBSP","BRL"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","22,530,171.87","0.08","22,530,171.87","250,565.00","89.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TPEIR","PIRAEUS FINANCIAL HOLDINGS SA","Financials","Equity","22,470,504.60","0.08","22,470,504.60","2,880,886.00","7.80","Greece","Athens Exchange S.A. Cash Market","EUR"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","22,454,724.45","0.08","22,454,724.45","706,350.00","31.79","India","National Stock Exchange Of India","INR"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","22,422,505.41","0.08","22,422,505.41","233,349.00","96.09","Peru","New York Stock Exchange Inc.","USD"
"032830","SAMSUNG LIFE LTD","Financials","Equity","22,225,071.69","0.08","22,225,071.69","215,373.00","103.19","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Equity","21,916,211.97","0.08","21,916,211.97","43,728,197.00","0.50","Taiwan","Taiwan Stock Exchange","TWD"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Equity","21,786,284.43","0.08","21,786,284.43","24,334,000.00","0.90","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","21,659,006.10","0.08","21,659,006.10","61,975.00","349.48","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","21,449,231.55","0.07","21,449,231.55","1,416,797.00","15.14","India","National Stock Exchange Of India","INR"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","21,431,404.10","0.07","21,431,404.10","1,476,894.00","14.51","India","National Stock Exchange Of India","INR"
"COALINDIA","COAL INDIA LTD","Energy","Equity","21,148,788.08","0.07","21,148,788.08","4,936,093.00","4.28","India","National Stock Exchange Of India","INR"
"6690","HAIER SMART HOME CLASS H LTD H","Consumer Discretionary","Equity","21,039,401.25","0.07","21,039,401.25","6,270,200.00","3.36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","Information Technology","Equity","20,981,959.28","0.07","20,981,959.28","1,978,000.00","10.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2082","ACWA POWER CO","Utilities","Equity","20,970,351.76","0.07","20,970,351.76","371,020.00","56.52","Saudi Arabia","Saudi Stock Exchange","SAR"
"DIB","DB ISLAMIC BANK","Financials","Equity","20,757,999.72","0.07","20,757,999.72","8,076,709.00","2.57","United Arab Emirates","Dubai Financial Market","AED"
"8069","E INK HOLDINGS INC","Information Technology","Equity","20,680,771.87","0.07","20,680,771.87","2,455,000.00","8.42","Taiwan","Gretai Securities Market","TWD"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","20,665,538.40","0.07","20,665,538.40","1,694,456.00","12.20","India","National Stock Exchange Of India","INR"
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","20,441,912.46","0.07","20,441,912.46","23,198,000.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2002","CHINA STEEL CORP","Materials","Equity","20,409,279.26","0.07","20,409,279.26","31,332,080.00","0.65","Taiwan","Taiwan Stock Exchange","TWD"
"INDHOTEL","INDIAN HOTELS LTD","Consumer Discretionary","Equity","20,354,370.02","0.07","20,354,370.02","2,362,678.00","8.61","India","National Stock Exchange Of India","INR"
"1150","ALINMA BANK","Financials","Equity","20,308,462.66","0.07","20,308,462.66","3,076,687.00","6.60","Saudi Arabia","Saudi Stock Exchange","SAR"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","20,050,139.28","0.07","20,050,139.28","14,396,000.00","1.39","Thailand","Stock Exchange Of Thailand","THB"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","20,041,140.17","0.07","20,041,140.17","264,000.00","75.91","Taiwan","Taiwan Stock Exchange","TWD"
"CEZ","CEZ","Utilities","Equity","19,952,498.81","0.07","19,952,498.81","318,311.00","62.68","Czech Republic","Prague Stock Exchange","CZK"
"JSWSTEEL","JSW STEEL LTD","Materials","Equity","19,868,615.34","0.07","19,868,615.34","1,692,358.00","11.74","India","National Stock Exchange Of India","INR"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","19,833,930.06","0.07","19,833,930.06","333,596.00","59.45","India","National Stock Exchange Of India","INR"
"600036","CHINA MERCHANTS BANK LTD A","Financials","Equity","19,691,776.25","0.07","19,691,776.25","3,346,570.00","5.88","China","Shanghai Stock Exchange","CNY"
"MTLN","METLEN ENERGY & METALS PLC","Industrials","Equity","19,607,200.06","0.07","19,607,200.06","304,397.00","64.41","Greece","Athens Exchange S.A. Cash Market","EUR"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Health Care","Equity","19,588,888.58","0.07","19,588,888.58","30,575,700.00","0.64","Thailand","Stock Exchange Of Thailand","THB"
"3328","BANK OF COMMUNICATIONS LTD H","Financials","Equity","19,541,979.80","0.07","19,541,979.80","22,876,000.00","0.85","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SHP","SHOPRITE HOLDINGS LTD","Consumer Staples","Equity","19,454,992.97","0.07","19,454,992.97","1,325,475.00","14.68","South Africa","Johannesburg Stock Exchange","ZAR"
"HTHT","H WORLD GROUP ADR LTD","Consumer Discretionary","Equity","19,432,442.15","0.07","19,432,442.15","527,339.00","36.85","China","NASDAQ","USD"
"POLICYBZR","PB FINTECH LTD","Financials","Equity","19,342,903.09","0.07","19,342,903.09","939,258.00","20.59","India","National Stock Exchange Of India","INR"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrials","Equity","19,282,941.31","0.07","19,282,941.31","1,060,936.00","18.18","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","19,271,115.07","0.07","19,271,115.07","1,169,168.00","16.48","India","National Stock Exchange Of India","INR"
"2327","YAGEO CORP","Information Technology","Equity","19,244,307.96","0.07","19,244,307.96","4,365,892.00","4.41","Taiwan","Taiwan Stock Exchange","TWD"
"1060","SAUDI AWWAL BANK","Financials","Equity","19,169,481.38","0.07","19,169,481.38","2,378,816.00","8.06","Saudi Arabia","Saudi Stock Exchange","SAR"
"VBL","VARUN BEVERAGES LTD","Consumer Staples","Equity","19,116,667.16","0.07","19,116,667.16","3,403,884.00","5.62","India","National Stock Exchange Of India","INR"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Real Estate","Equity","19,114,433.22","0.07","19,114,433.22","10,377,500.00","1.84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1303","NAN YA PLASTICS CORP","Materials","Equity","19,040,144.32","0.07","19,040,144.32","13,721,000.00","1.39","Taiwan","Taiwan Stock Exchange","TWD"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","18,758,845.86","0.07","18,758,845.86","282,999.00","66.29","India","National Stock Exchange Of India","INR"
"2404","UNITED INTEGRATED SERVICES LTD","Industrials","Equity","18,661,181.31","0.07","18,661,181.31","470,400.00","39.67","Taiwan","Taiwan Stock Exchange","TWD"
